Summary of the training: 
(' ave_R ', 617.04, ' std_R ', 306.07, ' min_R ', -0.25, ' max_R ', 1251.12, ' times ', 127690078, ' epi', 54200, ' clock ', 69.69, ' min')
(' ave_R ', 609.94, ' std_R ', 298.99, ' min_R ', -0.25, ' max_R ', 1251.12, ' times ', 127982527, ' epi', 54300, ' clock ', 69.84, ' min')
(' ave_R ', 621.87, ' std_R ', 296.9, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 128260805, ' epi', 54400, ' clock ', 69.98, ' min')
(' ave_R ', 612.44, ' std_R ', 289.49, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 128549911, ' epi', 54500, ' clock ', 70.12, ' min')
(' ave_R ', 606.57, ' std_R ', 278.6, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 128797340, ' epi', 54600, ' clock ', 70.25, ' min')
(' ave_R ', 599.73, ' std_R ', 280.22, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 129088181, ' epi', 54700, ' clock ', 70.4, ' min')
(' ave_R ', 596.82, ' std_R ', 277.05, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 129365600, ' epi', 54800, ' clock ', 70.54, ' min')
(' ave_R ', 615.03, ' std_R ', 278.74, ' min_R ', 23.78, ' max_R ', 1251.12, ' times ', 129657219, ' epi', 54900, ' clock ', 70.69, ' min')
(' ave_R ', 589.53, ' std_R ', 275.12, ' min_R ', 9.7, ' max_R ', 1251.12, ' times ', 129909475, ' epi', 55000, ' clock ', 70.82, ' min')
(' ave_R ', 606.81, ' std_R ', 276.16, ' min_R ', 9.7, ' max_R ', 1251.12, ' times ', 130163051, ' epi', 55100, ' clock ', 70.96, ' min')
(' ave_R ', 579.34, ' std_R ', 266.86, ' min_R ', 9.7, ' max_R ', 1181.62, ' times ', 130438159, ' epi', 55200, ' clock ', 71.1, ' min')
(' ave_R ', 577.4, ' std_R ', 273.46, ' min_R ', 9.7, ' max_R ', 1181.62, ' times ', 130707201, ' epi', 55300, ' clock ', 71.24, ' min')
(' ave_R ', 596.13, ' std_R ', 288.23, ' min_R ', 9.7, ' max_R ', 1407.95, ' times ', 130999244, ' epi', 55400, ' clock ', 71.38, ' min')
(' ave_R ', 616.0, ' std_R ', 302.38, ' min_R ', 9.7, ' max_R ', 1407.95, ' times ', 131295525, ' epi', 55500, ' clock ', 71.53, ' min')
(' ave_R ', 607.99, ' std_R ', 305.97, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 131558832, ' epi', 55600, ' clock ', 71.67, ' min')
(' ave_R ', 591.25, ' std_R ', 297.02, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 131839128, ' epi', 55700, ' clock ', 71.81, ' min')
(' ave_R ', 581.04, ' std_R ', 290.08, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 132120597, ' epi', 55800, ' clock ', 71.95, ' min')
(' ave_R ', 560.58, ' std_R ', 282.94, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 132399236, ' epi', 55900, ' clock ', 72.09, ' min')
(' ave_R ', 576.41, ' std_R ', 282.78, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 132671646, ' epi', 56000, ' clock ', 72.23, ' min')
(' ave_R ', 565.53, ' std_R ', 274.76, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 132964419, ' epi', 56100, ' clock ', 72.37, ' min')
(' ave_R ', 567.53, ' std_R ', 271.98, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 133218819, ' epi', 56200, ' clock ', 72.51, ' min')
(' ave_R ', 577.58, ' std_R ', 275.79, ' min_R ', -0.23, ' max_R ', 1407.95, ' times ', 133505094, ' epi', 56300, ' clock ', 72.66, ' min')
(' ave_R ', 567.94, ' std_R ', 258.93, ' min_R ', -0.23, ' max_R ', 1315.31, ' times ', 133781251, ' epi', 56400, ' clock ', 72.8, ' min')
(' ave_R ', 536.23, ' std_R ', 247.33, ' min_R ', -0.23, ' max_R ', 1315.31, ' times ', 134026576, ' epi', 56500, ' clock ', 72.92, ' min')
(' ave_R ', 536.71, ' std_R ', 248.35, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 134268843, ' epi', 56600, ' clock ', 73.06, ' min')
(' ave_R ', 531.71, ' std_R ', 247.75, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 134550174, ' epi', 56700, ' clock ', 73.2, ' min')
(' ave_R ', 550.3, ' std_R ', 260.22, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 134833150, ' epi', 56800, ' clock ', 73.34, ' min')
(' ave_R ', 564.01, ' std_R ', 267.25, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 135121527, ' epi', 56900, ' clock ', 73.48, ' min')
(' ave_R ', 571.03, ' std_R ', 270.12, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 135392385, ' epi', 57000, ' clock ', 73.63, ' min')
(' ave_R ', 590.38, ' std_R ', 265.57, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 135674622, ' epi', 57100, ' clock ', 73.77, ' min')
(' ave_R ', 583.85, ' std_R ', 274.04, ' min_R ', -0.82, ' max_R ', 1315.31, ' times ', 135927117, ' epi', 57200, ' clock ', 73.91, ' min')
(' ave_R ', 579.61, ' std_R ', 278.83, ' min_R ', -0.82, ' max_R ', 1453.83, ' times ', 136183917, ' epi', 57300, ' clock ', 74.04, ' min')
(' ave_R ', 560.98, ' std_R ', 271.08, ' min_R ', -0.82, ' max_R ', 1453.83, ' times ', 136471572, ' epi', 57400, ' clock ', 74.19, ' min')
(' ave_R ', 557.57, ' std_R ', 271.58, ' min_R ', -0.82, ' max_R ', 1453.83, ' times ', 136713220, ' epi', 57500, ' clock ', 74.32, ' min')
(' ave_R ', 564.63, ' std_R ', 266.05, ' min_R ', 7.99, ' max_R ', 1453.83, ' times ', 136975677, ' epi', 57600, ' clock ', 74.46, ' min')
(' ave_R ', 586.3, ' std_R ', 288.19, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 137232679, ' epi', 57700, ' clock ', 74.59, ' min')
(' ave_R ', 568.85, ' std_R ', 282.5, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 137509049, ' epi', 57800, ' clock ', 74.73, ' min')
(' ave_R ', 567.44, ' std_R ', 277.04, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 137771716, ' epi', 57900, ' clock ', 74.87, ' min')
(' ave_R ', 568.96, ' std_R ', 277.43, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 138052413, ' epi', 58000, ' clock ', 75.01, ' min')
(' ave_R ', 576.85, ' std_R ', 289.97, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 138329962, ' epi', 58100, ' clock ', 75.15, ' min')
(' ave_R ', 580.96, ' std_R ', 292.45, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 138585186, ' epi', 58200, ' clock ', 75.29, ' min')
(' ave_R ', 578.77, ' std_R ', 278.76, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 138874533, ' epi', 58300, ' clock ', 75.43, ' min')
(' ave_R ', 602.23, ' std_R ', 283.35, ' min_R ', 7.99, ' max_R ', 1511.13, ' times ', 139152109, ' epi', 58400, ' clock ', 75.58, ' min')
(' ave_R ', 624.74, ' std_R ', 282.86, ' min_R ', 23.7, ' max_R ', 1511.13, ' times ', 139426408, ' epi', 58500, ' clock ', 75.72, ' min')
(' ave_R ', 621.94, ' std_R ', 282.92, ' min_R ', 23.7, ' max_R ', 1511.13, ' times ', 139673228, ' epi', 58600, ' clock ', 75.85, ' min')
(' ave_R ', 604.74, ' std_R ', 263.63, ' min_R ', 23.7, ' max_R ', 1309.17, ' times ', 139938054, ' epi', 58700, ' clock ', 75.99, ' min')
(' ave_R ', 625.09, ' std_R ', 267.4, ' min_R ', 23.7, ' max_R ', 1309.17, ' times ', 140228160, ' epi', 58800, ' clock ', 76.13, ' min')
(' ave_R ', 637.59, ' std_R ', 269.36, ' min_R ', 23.7, ' max_R ', 1309.17, ' times ', 140499932, ' epi', 58900, ' clock ', 76.27, ' min')
(' ave_R ', 640.99, ' std_R ', 263.57, ' min_R ', 23.7, ' max_R ', 1309.17, ' times ', 140781445, ' epi', 59000, ' clock ', 76.41, ' min')
(' ave_R ', 620.88, ' std_R ', 265.5, ' min_R ', 6.54, ' max_R ', 1309.17, ' times ', 141048904, ' epi', 59100, ' clock ', 76.55, ' min')
(' ave_R ', 628.45, ' std_R ', 262.41, ' min_R ', 6.54, ' max_R ', 1309.17, ' times ', 141301179, ' epi', 59200, ' clock ', 76.69, ' min')
(' ave_R ', 623.97, ' std_R ', 265.02, ' min_R ', 6.54, ' max_R ', 1309.17, ' times ', 141569419, ' epi', 59300, ' clock ', 76.83, ' min')
(' ave_R ', 606.25, ' std_R ', 271.14, ' min_R ', 6.54, ' max_R ', 1309.17, ' times ', 141839570, ' epi', 59400, ' clock ', 76.97, ' min')
(' ave_R ', 593.79, ' std_R ', 268.33, ' min_R ', -0.16, ' max_R ', 1290.99, ' times ', 142096591, ' epi', 59500, ' clock ', 77.11, ' min')
(' ave_R ', 612.6, ' std_R ', 275.4, ' min_R ', -0.16, ' max_R ', 1290.99, ' times ', 142387537, ' epi', 59600, ' clock ', 77.25, ' min')
(' ave_R ', 621.07, ' std_R ', 280.67, ' min_R ', -0.16, ' max_R ', 1290.99, ' times ', 142642801, ' epi', 59700, ' clock ', 77.39, ' min')
(' ave_R ', 617.59, ' std_R ', 285.29, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 142903436, ' epi', 59800, ' clock ', 77.53, ' min')
(' ave_R ', 599.48, ' std_R ', 291.46, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 143159865, ' epi', 59900, ' clock ', 77.67, ' min')
(' ave_R ', 584.12, ' std_R ', 298.63, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 143391084, ' epi', 60000, ' clock ', 77.79, ' min')
(' ave_R ', 596.45, ' std_R ', 299.99, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 143678132, ' epi', 60100, ' clock ', 77.93, ' min')
(' ave_R ', 607.33, ' std_R ', 297.86, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 143950853, ' epi', 60200, ' clock ', 78.08, ' min')
(' ave_R ', 601.2, ' std_R ', 300.99, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 144237735, ' epi', 60300, ' clock ', 78.22, ' min')
(' ave_R ', 600.28, ' std_R ', 299.12, ' min_R ', -0.16, ' max_R ', 1422.78, ' times ', 144476890, ' epi', 60400, ' clock ', 78.35, ' min')
(' ave_R ', 606.01, ' std_R ', 299.6, ' min_R ', -0.14, ' max_R ', 1422.78, ' times ', 144734821, ' epi', 60500, ' clock ', 78.49, ' min')
(' ave_R ', 597.45, ' std_R ', 293.86, ' min_R ', -0.14, ' max_R ', 1422.78, ' times ', 144996137, ' epi', 60600, ' clock ', 78.62, ' min')
(' ave_R ', 608.23, ' std_R ', 296.96, ' min_R ', -0.14, ' max_R ', 1422.78, ' times ', 145279357, ' epi', 60700, ' clock ', 78.76, ' min')
(' ave_R ', 612.42, ' std_R ', 294.31, ' min_R ', -0.14, ' max_R ', 1347.85, ' times ', 145551705, ' epi', 60800, ' clock ', 78.9, ' min')
(' ave_R ', 602.32, ' std_R ', 296.93, ' min_R ', -1.05, ' max_R ', 1347.85, ' times ', 145773877, ' epi', 60900, ' clock ', 79.03, ' min')
(' ave_R ', 620.97, ' std_R ', 309.46, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 146028820, ' epi', 61000, ' clock ', 79.16, ' min')
(' ave_R ', 610.21, ' std_R ', 314.02, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 146290106, ' epi', 61100, ' clock ', 79.31, ' min')
(' ave_R ', 598.63, ' std_R ', 320.67, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 146565711, ' epi', 61200, ' clock ', 79.44, ' min')
(' ave_R ', 586.41, ' std_R ', 314.03, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 146826015, ' epi', 61300, ' clock ', 79.58, ' min')
(' ave_R ', 592.81, ' std_R ', 308.11, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 147111552, ' epi', 61400, ' clock ', 79.73, ' min')
(' ave_R ', 603.04, ' std_R ', 310.36, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 147362432, ' epi', 61500, ' clock ', 79.87, ' min')
(' ave_R ', 603.21, ' std_R ', 310.5, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 147636512, ' epi', 61600, ' clock ', 80.0, ' min')
(' ave_R ', 593.73, ' std_R ', 306.12, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 147885706, ' epi', 61700, ' clock ', 80.13, ' min')
(' ave_R ', 574.01, ' std_R ', 301.26, ' min_R ', -1.05, ' max_R ', 1383.19, ' times ', 148152031, ' epi', 61800, ' clock ', 80.26, ' min')
(' ave_R ', 608.85, ' std_R ', 304.21, ' min_R ', -0.25, ' max_R ', 1383.19, ' times ', 148428173, ' epi', 61900, ' clock ', 80.41, ' min')
(' ave_R ', 599.02, ' std_R ', 286.41, ' min_R ', -0.25, ' max_R ', 1307.72, ' times ', 148701545, ' epi', 62000, ' clock ', 80.55, ' min')
(' ave_R ', 620.91, ' std_R ', 277.81, ' min_R ', 37.46, ' max_R ', 1307.72, ' times ', 148973381, ' epi', 62100, ' clock ', 80.69, ' min')
(' ave_R ', 611.49, ' std_R ', 279.86, ' min_R ', -0.28, ' max_R ', 1307.72, ' times ', 149212726, ' epi', 62200, ' clock ', 80.83, ' min')
(' ave_R ', 623.44, ' std_R ', 277.83, ' min_R ', -0.28, ' max_R ', 1307.72, ' times ', 149484583, ' epi', 62300, ' clock ', 80.96, ' min')
(' ave_R ', 644.28, ' std_R ', 290.48, ' min_R ', -0.28, ' max_R ', 1307.72, ' times ', 149766910, ' epi', 62400, ' clock ', 81.11, ' min')
(' ave_R ', 637.17, ' std_R ', 287.13, ' min_R ', -0.28, ' max_R ', 1267.26, ' times ', 150020879, ' epi', 62500, ' clock ', 81.24, ' min')
(' ave_R ', 648.83, ' std_R ', 293.14, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 150290022, ' epi', 62600, ' clock ', 81.38, ' min')
(' ave_R ', 656.11, ' std_R ', 295.9, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 150554959, ' epi', 62700, ' clock ', 81.52, ' min')
(' ave_R ', 672.12, ' std_R ', 290.3, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 150820967, ' epi', 62800, ' clock ', 81.66, ' min')
(' ave_R ', 674.08, ' std_R ', 282.78, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 151100463, ' epi', 62900, ' clock ', 81.81, ' min')
(' ave_R ', 664.0, ' std_R ', 283.2, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 151352765, ' epi', 63000, ' clock ', 81.94, ' min')
(' ave_R ', 646.66, ' std_R ', 281.9, ' min_R ', -0.28, ' max_R ', 1279.92, ' times ', 151600730, ' epi', 63100, ' clock ', 82.07, ' min')
(' ave_R ', 669.7, ' std_R ', 269.99, ' min_R ', -0.11, ' max_R ', 1279.92, ' times ', 151887382, ' epi', 63200, ' clock ', 82.22, ' min')
(' ave_R ', 670.72, ' std_R ', 276.16, ' min_R ', -0.11, ' max_R ', 1279.92, ' times ', 152162068, ' epi', 63300, ' clock ', 82.36, ' min')
(' ave_R ', 653.57, ' std_R ', 276.49, ' min_R ', -0.11, ' max_R ', 1308.56, ' times ', 152427616, ' epi', 63400, ' clock ', 82.49, ' min')
(' ave_R ', 651.99, ' std_R ', 286.42, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 152678794, ' epi', 63500, ' clock ', 82.62, ' min')
(' ave_R ', 656.89, ' std_R ', 289.01, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 152942295, ' epi', 63600, ' clock ', 82.76, ' min')
(' ave_R ', 650.54, ' std_R ', 296.56, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 153215949, ' epi', 63700, ' clock ', 82.9, ' min')
(' ave_R ', 633.78, ' std_R ', 300.37, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 153450172, ' epi', 63800, ' clock ', 83.03, ' min')
(' ave_R ', 626.9, ' std_R ', 311.38, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 153734354, ' epi', 63900, ' clock ', 83.18, ' min')
(' ave_R ', 627.37, ' std_R ', 313.75, ' min_R ', -0.06, ' max_R ', 1440.57, ' times ', 153996964, ' epi', 64000, ' clock ', 83.32, ' min')
(' ave_R ', 637.07, ' std_R ', 337.24, ' min_R ', -0.69, ' max_R ', 1440.57, ' times ', 154234725, ' epi', 64100, ' clock ', 83.45, ' min')
(' ave_R ', 627.45, ' std_R ', 335.25, ' min_R ', -0.69, ' max_R ', 1440.57, ' times ', 154476598, ' epi', 64200, ' clock ', 83.58, ' min')
(' ave_R ', 612.96, ' std_R ', 339.0, ' min_R ', -0.69, ' max_R ', 1440.57, ' times ', 154687184, ' epi', 64300, ' clock ', 83.69, ' min')
(' ave_R ', 594.76, ' std_R ', 339.05, ' min_R ', -0.69, ' max_R ', 1440.57, ' times ', 154910603, ' epi', 64400, ' clock ', 83.82, ' min')
(' ave_R ', 608.33, ' std_R ', 343.2, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 155151567, ' epi', 64500, ' clock ', 83.95, ' min')
(' ave_R ', 601.4, ' std_R ', 343.31, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 155405751, ' epi', 64600, ' clock ', 84.09, ' min')
(' ave_R ', 590.67, ' std_R ', 328.49, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 155671984, ' epi', 64700, ' clock ', 84.23, ' min')
(' ave_R ', 606.89, ' std_R ', 331.11, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 155920797, ' epi', 64800, ' clock ', 84.36, ' min')
(' ave_R ', 602.86, ' std_R ', 327.88, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 156175300, ' epi', 64900, ' clock ', 84.5, ' min')
(' ave_R ', 606.08, ' std_R ', 329.11, ' min_R ', -0.69, ' max_R ', 1506.98, ' times ', 156421998, ' epi', 65000, ' clock ', 84.64, ' min')
(' ave_R ', 614.91, ' std_R ', 312.17, ' min_R ', 15.35, ' max_R ', 1506.98, ' times ', 156688967, ' epi', 65100, ' clock ', 84.78, ' min')
(' ave_R ', 618.07, ' std_R ', 312.77, ' min_R ', 15.35, ' max_R ', 1506.98, ' times ', 156937120, ' epi', 65200, ' clock ', 84.91, ' min')
(' ave_R ', 640.4, ' std_R ', 307.22, ' min_R ', 15.35, ' max_R ', 1506.98, ' times ', 157188271, ' epi', 65300, ' clock ', 85.04, ' min')
(' ave_R ', 644.98, ' std_R ', 303.41, ' min_R ', 0.94, ' max_R ', 1506.98, ' times ', 157427428, ' epi', 65400, ' clock ', 85.17, ' min')
(' ave_R ', 646.55, ' std_R ', 288.65, ' min_R ', 0.94, ' max_R ', 1356.84, ' times ', 157709012, ' epi', 65500, ' clock ', 85.32, ' min')
(' ave_R ', 643.34, ' std_R ', 274.71, ' min_R ', 0.94, ' max_R ', 1356.84, ' times ', 157957792, ' epi', 65600, ' clock ', 85.45, ' min')
(' ave_R ', 671.54, ' std_R ', 295.22, ' min_R ', 0.94, ' max_R ', 1436.77, ' times ', 158226474, ' epi', 65700, ' clock ', 85.59, ' min')
(' ave_R ', 655.67, ' std_R ', 292.78, ' min_R ', 0.94, ' max_R ', 1436.77, ' times ', 158489051, ' epi', 65800, ' clock ', 85.74, ' min')
(' ave_R ', 651.92, ' std_R ', 287.04, ' min_R ', 0.94, ' max_R ', 1436.77, ' times ', 158751788, ' epi', 65900, ' clock ', 85.87, ' min')
(' ave_R ', 675.46, ' std_R ', 288.41, ' min_R ', 0.94, ' max_R ', 1436.77, ' times ', 159030628, ' epi', 66000, ' clock ', 86.01, ' min')
(' ave_R ', 684.58, ' std_R ', 294.23, ' min_R ', 0.94, ' max_R ', 1563.47, ' times ', 159317037, ' epi', 66100, ' clock ', 86.15, ' min')
(' ave_R ', 683.83, ' std_R ', 297.88, ' min_R ', 0.94, ' max_R ', 1563.47, ' times ', 159595069, ' epi', 66200, ' clock ', 86.29, ' min')
(' ave_R ', 669.76, ' std_R ', 299.9, ' min_R ', 0.94, ' max_R ', 1563.47, ' times ', 159848442, ' epi', 66300, ' clock ', 86.43, ' min')
(' ave_R ', 689.7, ' std_R ', 304.65, ' min_R ', 112.97, ' max_R ', 1563.47, ' times ', 160080553, ' epi', 66400, ' clock ', 86.56, ' min')
(' ave_R ', 676.05, ' std_R ', 310.87, ' min_R ', 112.97, ' max_R ', 1563.47, ' times ', 160330016, ' epi', 66500, ' clock ', 86.69, ' min')
(' ave_R ', 678.23, ' std_R ', 312.85, ' min_R ', 70.75, ' max_R ', 1563.47, ' times ', 160595250, ' epi', 66600, ' clock ', 86.83, ' min')
(' ave_R ', 662.16, ' std_R ', 291.98, ' min_R ', 70.75, ' max_R ', 1563.47, ' times ', 160872299, ' epi', 66700, ' clock ', 86.98, ' min')
(' ave_R ', 668.53, ' std_R ', 295.26, ' min_R ', 30.68, ' max_R ', 1563.47, ' times ', 161128827, ' epi', 66800, ' clock ', 87.12, ' min')
(' ave_R ', 677.82, ' std_R ', 295.07, ' min_R ', 30.68, ' max_R ', 1563.47, ' times ', 161391357, ' epi', 66900, ' clock ', 87.26, ' min')
(' ave_R ', 652.35, ' std_R ', 285.55, ' min_R ', 30.68, ' max_R ', 1563.47, ' times ', 161671192, ' epi', 67000, ' clock ', 87.39, ' min')
(' ave_R ', 621.01, ' std_R ', 281.99, ' min_R ', 30.68, ' max_R ', 1273.91, ' times ', 161905005, ' epi', 67100, ' clock ', 87.53, ' min')
(' ave_R ', 613.22, ' std_R ', 286.46, ' min_R ', 30.68, ' max_R ', 1421.01, ' times ', 162164780, ' epi', 67200, ' clock ', 87.67, ' min')
(' ave_R ', 616.44, ' std_R ', 289.29, ' min_R ', 0.9, ' max_R ', 1421.01, ' times ', 162415910, ' epi', 67300, ' clock ', 87.81, ' min')
(' ave_R ', 606.63, ' std_R ', 286.36, ' min_R ', 0.9, ' max_R ', 1421.01, ' times ', 162643335, ' epi', 67400, ' clock ', 87.94, ' min')
(' ave_R ', 604.33, ' std_R ', 284.91, ' min_R ', 0.9, ' max_R ', 1421.01, ' times ', 162885432, ' epi', 67500, ' clock ', 88.07, ' min')
(' ave_R ', 602.29, ' std_R ', 286.32, ' min_R ', 0.9, ' max_R ', 1421.01, ' times ', 163136625, ' epi', 67600, ' clock ', 88.21, ' min')
(' ave_R ', 588.11, ' std_R ', 294.63, ' min_R ', -0.16, ' max_R ', 1421.01, ' times ', 163382149, ' epi', 67700, ' clock ', 88.34, ' min')
(' ave_R ', 583.26, ' std_R ', 294.63, ' min_R ', -0.16, ' max_R ', 1421.01, ' times ', 163620579, ' epi', 67800, ' clock ', 88.47, ' min')
(' ave_R ', 572.97, ' std_R ', 295.05, ' min_R ', -0.16, ' max_R ', 1421.01, ' times ', 163884033, ' epi', 67900, ' clock ', 88.6, ' min')
(' ave_R ', 582.86, ' std_R ', 296.55, ' min_R ', -0.16, ' max_R ', 1421.01, ' times ', 164132830, ' epi', 68000, ' clock ', 88.73, ' min')
(' ave_R ', 583.03, ' std_R ', 291.24, ' min_R ', -0.16, ' max_R ', 1421.01, ' times ', 164380611, ' epi', 68100, ' clock ', 88.86, ' min')
(' ave_R ', 609.97, ' std_R ', 293.81, ' min_R ', -0.16, ' max_R ', 1332.36, ' times ', 164670443, ' epi', 68200, ' clock ', 89.0, ' min')
(' ave_R ', 621.92, ' std_R ', 308.9, ' min_R ', -0.16, ' max_R ', 1398.23, ' times ', 164953045, ' epi', 68300, ' clock ', 89.14, ' min')
(' ave_R ', 628.31, ' std_R ', 300.57, ' min_R ', -0.16, ' max_R ', 1398.23, ' times ', 165226962, ' epi', 68400, ' clock ', 89.28, ' min')
(' ave_R ', 626.83, ' std_R ', 300.2, ' min_R ', -0.16, ' max_R ', 1398.23, ' times ', 165463823, ' epi', 68500, ' clock ', 89.41, ' min')
(' ave_R ', 617.75, ' std_R ', 302.32, ' min_R ', -0.16, ' max_R ', 1398.23, ' times ', 165736603, ' epi', 68600, ' clock ', 89.55, ' min')
(' ave_R ', 624.93, ' std_R ', 302.64, ' min_R ', 2.63, ' max_R ', 1398.23, ' times ', 165993582, ' epi', 68700, ' clock ', 89.69, ' min')
(' ave_R ', 624.32, ' std_R ', 301.05, ' min_R ', 2.63, ' max_R ', 1398.23, ' times ', 166257275, ' epi', 68800, ' clock ', 89.82, ' min')
(' ave_R ', 611.49, ' std_R ', 294.9, ' min_R ', -0.13, ' max_R ', 1398.23, ' times ', 166513802, ' epi', 68900, ' clock ', 89.96, ' min')
(' ave_R ', 608.4, ' std_R ', 299.46, ' min_R ', -0.13, ' max_R ', 1398.23, ' times ', 166783739, ' epi', 69000, ' clock ', 90.1, ' min')
(' ave_R ', 624.79, ' std_R ', 302.5, ' min_R ', -0.13, ' max_R ', 1398.23, ' times ', 167065227, ' epi', 69100, ' clock ', 90.25, ' min')
(' ave_R ', 626.34, ' std_R ', 309.45, ' min_R ', -0.13, ' max_R ', 1398.23, ' times ', 167343891, ' epi', 69200, ' clock ', 90.39, ' min')
(' ave_R ', 609.43, ' std_R ', 303.0, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 167569689, ' epi', 69300, ' clock ', 90.52, ' min')
(' ave_R ', 600.34, ' std_R ', 298.22, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 167845158, ' epi', 69400, ' clock ', 90.67, ' min')
(' ave_R ', 616.36, ' std_R ', 305.15, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 168096251, ' epi', 69500, ' clock ', 90.81, ' min')
(' ave_R ', 633.99, ' std_R ', 301.33, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 168372597, ' epi', 69600, ' clock ', 90.95, ' min')
(' ave_R ', 644.39, ' std_R ', 302.99, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 168668664, ' epi', 69700, ' clock ', 91.09, ' min')
(' ave_R ', 653.53, ' std_R ', 304.28, ' min_R ', -0.13, ' max_R ', 1253.76, ' times ', 168939109, ' epi', 69800, ' clock ', 91.23, ' min')
(' ave_R ', 674.21, ' std_R ', 300.02, ' min_R ', 4.64, ' max_R ', 1253.76, ' times ', 169223266, ' epi', 69900, ' clock ', 91.37, ' min')
(' ave_R ', 693.9, ' std_R ', 301.58, ' min_R ', 4.64, ' max_R ', 1270.4, ' times ', 169502476, ' epi', 70000, ' clock ', 91.51, ' min')
(' ave_R ', 708.39, ' std_R ', 297.99, ' min_R ', 4.64, ' max_R ', 1270.4, ' times ', 169795488, ' epi', 70100, ' clock ', 91.66, ' min')
